date,player_norm,market,median_odds,implied_prob
2023-12-07,o tippett,but_0_5,3.025,0.3305785123966942
2023-12-07,o tippett,ast_0_5,3.44,0.29069767441860467
2023-12-07,t boyd,but_0_5,4.5,0.2222222222222222
2023-12-07,l crouse,but_0_5,3.3499999999999996,0.2985074626865672
2023-12-07,l crouse,ast_0_5,3.45,0.2898550724637681
2023-12-07,m kelemen,but_0_5,8.0,0.125
2023-12-07,j j moser,but_0_5,9.5,0.10526315789473684
2023-12-07,j brown,but_0_5,17.0,0.058823529411764705
2023-12-07,m kesselring,but_0_5,19.0,0.05263157894736842
2023-12-07,e zamula,but_0_5,18.5,0.05405405405405406
2023-12-07,j moser,but_0_5,10.5,0.09523809523809523
2023-12-07,m pospisil,but_0_5,5.05,0.19801980198019803
2023-12-07,r andersson,but_0_5,6.75,0.14814814814814814
2023-12-07,r andersson,ast_0_5,2.7,0.37037037037037035
2023-12-07,j martinook,but_0_5,5.2,0.1923076923076923
2023-12-07,j huberdeau,but_0_5,3.7,0.27027027027027023
2023-12-07,j huberdeau,ast_1_5,10.0,0.1
2023-12-07,j huberdeau,ast_0_5,2.64,0.3787878787878788
2023-12-07,b pesce,but_0_5,9.25,0.10810810810810811
2023-12-07,j slavin,but_0_5,7.75,0.12903225806451613
2023-12-07,d dube,but_0_5,5.3,0.18867924528301888
2023-12-07,s jarvis,but_0_5,3.3,0.30303030303030304
2023-12-07,s jarvis,ast_0_5,2.85,0.3508771929824561
2023-12-07,s car aho,but_0_5,2.4,0.4166666666666667
2023-12-07,d orlov,but_0_5,8.75,0.11428571428571428
2023-12-07,b skjei,but_0_5,7.25,0.13793103448275862
2023-12-07,d gilbert,but_0_5,15.0,0.06666666666666667
2023-12-07,c tanev,but_0_5,14.5,0.06896551724137931
2023-12-07,m necas,but_0_5,3.3,0.30303030303030304
2023-12-07,m necas,ast_0_5,2.875,0.34782608695652173
2023-12-07,b coleman,but_0_5,4.8,0.20833333333333334
2023-12-07,a ruzicka,but_0_5,5.75,0.17391304347826086
2023-12-07,m bunting,but_0_5,3.95,0.2531645569620253
2023-12-07,m bunting,ast_0_5,3.3499999999999996,0.2985074626865672
2023-12-07,b lemieux,but_0_5,6.5,0.15384615384615385
2023-12-07,t teravainen,but_0_5,3.3,0.30303030303030304
2023-12-07,t teravainen,ast_0_5,2.85,0.3508771929824561
2023-12-07,j staal,but_0_5,5.425,0.18433179723502305
2023-12-07,w duehr,but_0_5,6.4,0.15625
2023-12-07,a j greer,but_0_5,7.7,0.12987012987012986
2023-12-07,b burns,but_0_5,5.175,0.1932367149758454
2023-12-07,b burns,ast_0_5,2.9,0.3448275862068966
2023-12-07,d hunt,but_0_5,7.0,0.14285714285714285
2023-12-07,y sharangovich,but_0_5,4.3100000000000005,0.23201856148491876
2023-12-07,y sharangovich,ast_0_5,3.34,0.29940119760479045
2023-12-07,m weegar,but_0_5,6.4,0.15625
2023-12-07,a mangiapane,but_0_5,4.0,0.25
2023-12-07,a mangiapane,ast_0_5,3.5,0.2857142857142857
2023-12-07,j oesterle,but_0_5,12.0,0.08333333333333333
2023-12-07,j fast,but_0_5,5.8,0.1724137931034483
2023-12-07,n hanifin,but_0_5,6.7,0.14925373134328357
2023-12-07,n hanifin,ast_1_5,10.0,0.1
2023-12-07,n hanifin,ast_0_5,2.75,0.36363636363636365
2023-12-07,c zary,but_0_5,4.8,0.20833333333333334
2023-12-07,a svechnikov,but_0_5,3.25,0.3076923076923077
2023-12-07,a svechnikov,ast_1_5,9.7,0.10309278350515465
2023-12-07,a svechnikov,ast_0_5,2.5,0.4
2023-12-07,t deangelo,but_0_5,6.5,0.15384615384615385
2023-12-07,s noesen,but_0_5,5.175,0.1932367149758454
2023-12-07,j kotkaniemi,but_0_5,3.8,0.2631578947368421
2023-12-07,j kotkaniemi,ast_0_5,3.7,0.27027027027027023
2023-12-07,m backlund,but_0_5,4.0,0.25
2023-12-07,m backlund,ast_0_5,3.145,0.3179650238473768
2023-12-07,j chatfield,but_0_5,13.0,0.07692307692307693
2023-12-07,n kadri,but_0_5,3.41,0.29325513196480935
2023-12-07,n kadri,ast_0_5,2.85,0.3508771929824561
2023-12-07,e lindholm,but_0_5,3.2,0.3125
2023-12-07,e lindholm,ast_1_5,10.0,0.1
2023-12-07,e lindholm,ast_0_5,2.6,0.3846153846153846
2023-12-07,j drury,but_0_5,6.25,0.16
2023-12-07,s aho car,ast_1_5,9.7,0.10309278350515465
2023-12-07,s aho car,ast_0_5,2.54,0.39370078740157477
2023-12-07,s aho car,but_0_5,2.7249999999999996,0.3669724770642202
2023-12-07,i solovyov,but_0_5,14.0,0.07142857142857142
2023-12-07,s aho,ast_0_5,2.45,0.4081632653061224
2023-12-07,s aho,but_0_5,2.62,0.38167938931297707
2023-12-07,r tufte,but_0_5,4.5,0.2222222222222222
2023-12-07,r colton,but_0_5,3.6,0.2777777777777778
2023-12-07,r colton,ast_0_5,3.4,0.29411764705882354
2023-12-07,r johansen,but_0_5,4.2,0.23809523809523808
2023-12-07,d gustafsson,but_0_5,9.0,0.1111111111111111
2023-12-07,a lowry,but_0_5,6.0,0.16666666666666666
2023-12-07,g vilardi,but_0_5,3.6,0.2777777777777778
2023-12-07,g vilardi,ast_0_5,3.49,0.28653295128939826
2023-12-07,d samberg,but_0_5,15.0,0.06666666666666667
2023-12-07,b byram,but_0_5,5.1,0.19607843137254904
2023-12-07,b meyers,but_0_5,7.5,0.13333333333333333
2023-12-07,o pavel,but_0_5,6.0,0.16666666666666666
2023-12-07,m rantanen,but_0_5,1.94,0.5154639175257733
2023-12-07,m rantanen,ast_1_5,4.4,0.22727272727272727
2023-12-07,m rantanen,ast_2_5,12.0,0.08333333333333333
2023-12-07,m rantanen,ast_0_5,1.745,0.5730659025787965
2023-12-07,a iafallo,but_0_5,4.25,0.23529411764705882
2023-12-07,a iafallo,ast_0_5,3.4,0.29411764705882354
2023-12-07,c jones,but_0_5,9.5,0.10526315789473684
2023-12-07,n niederreiter,but_0_5,4.0,0.25
2023-12-07,n niederreiter,ast_0_5,3.5,0.2857142857142857
2023-12-07,l stanley,but_0_5,15.0,0.06666666666666667
2023-12-07,t tatar,but_0_5,5.0,0.2
2023-12-07,j manson,but_0_5,11.0,0.09090909090909091
2023-12-07,v nichushkin,but_0_5,2.55,0.3921568627450981
2023-12-07,d toews,but_0_5,6.5,0.15384615384615385
2023-12-07,d toews,ast_0_5,2.325,0.4301075268817204
2023-12-07,d demelo,but_0_5,10.5,0.09523809523809523
2023-12-07,j drouin,but_0_5,4.365,0.2290950744558992
2023-12-07,j drouin,ast_0_5,2.7,0.37037037037037035
2023-12-07,k connor,but_0_5,2.375,0.42105263157894735
2023-12-07,k connor,ast_1_5,5.2,0.1923076923076923
2023-12-07,k connor,ast_2_5,14.0,0.07142857142857142
2023-12-07,k connor,ast_0_5,1.95,0.5128205128205129
2023-12-07,r kupari,but_0_5,7.5,0.13333333333333333
2023-12-07,n ehlers,but_0_5,3.3,0.30303030303030304
2023-12-07,n ehlers,ast_0_5,2.775,0.3603603603603604
2023-12-07,f olofsson,but_0_5,7.5,0.13333333333333333
2023-12-07,b dillon,but_0_5,16.0,0.0625
2023-12-07,v namestnikov,but_0_5,5.3,0.18867924528301888
2023-12-07,j kiviranta,but_0_5,7.0,0.14285714285714285
2023-12-07,l o connor,but_0_5,4.9,0.2040816326530612
2023-12-07,m appleton,but_0_5,5.3,0.18867924528301888
2023-12-07,k macdermid,but_0_5,8.0,0.125
2023-12-07,j morrissey,but_0_5,5.75,0.17391304347826086
2023-12-07,j morrissey,ast_1_5,5.4,0.18518518518518517
2023-12-07,j morrissey,ast_2_5,15.0,0.06666666666666667
2023-12-07,j morrissey,ast_0_5,1.95,0.5128205128205129
2023-12-07,m scheifele,but_0_5,2.65,0.37735849056603776
2023-12-07,m scheifele,ast_1_5,7.0,0.14285714285714285
2023-12-07,m scheifele,ast_2_5,18.0,0.05555555555555555
2023-12-07,m scheifele,ast_0_5,2.075,0.48192771084337344
2023-12-07,c makar,but_0_5,3.6,0.2777777777777778
2023-12-07,c makar,ast_1_5,4.0,0.25
2023-12-07,c makar,ast_2_5,10.0,0.1
2023-12-07,c makar,ast_0_5,1.66,0.6024096385542169
2023-12-07,n pionk,but_0_5,8.5,0.11764705882352941
2023-12-07,m wood,but_0_5,5.1,0.19607843137254904
2023-12-07,a cogliano,but_0_5,6.5,0.15384615384615385
2023-12-07,j johnson,but_0_5,15.0,0.06666666666666667
2023-12-07,c perfetti,but_0_5,3.4,0.29411764705882354
2023-12-07,c perfetti,ast_0_5,2.8049999999999997,0.3565062388591801
2023-12-07,n mackinnon,but_0_5,2.1,0.47619047619047616
2023-12-07,n mackinnon,ast_1_5,3.55,0.28169014084507044
2023-12-07,n mackinnon,ast_2_5,9.7,0.10309278350515465
2023-12-07,n mackinnon,ast_0_5,1.56,0.641025641025641
2023-12-07,m barron,but_0_5,7.25,0.13793103448275862
2023-12-07,d chisholm,but_0_5,15.0,0.06666666666666667
2023-12-07,n schmidt,but_0_5,9.0,0.1111111111111111
2023-12-07,o olausson,but_0_5,4.2,0.23809523809523808
2023-12-07,a jonsson fjallby,but_0_5,10.75,0.09302325581395349
2023-12-07,n mackinnon col,ast_0_5,1.62,0.6172839506172839
2023-12-07,j merrill,but_0_5,21.0,0.047619047619047616
2023-12-07,f hronek,but_0_5,6.5,0.15384615384615385
2023-12-07,f hronek,ast_0_5,2.0,0.5
2023-12-07,p di giuseppe,but_0_5,6.75,0.14814814814814814
2023-12-07,j eriksson ek,but_0_5,2.85,0.3508771929824561
2023-12-07,j eriksson ek,ast_0_5,2.875,0.34782608695652173
2023-12-07,n aman,but_0_5,8.0,0.125
2023-12-07,b boeser,but_0_5,2.3499999999999996,0.4255319148936171
2023-12-07,b boeser,ast_1_5,9.0,0.1111111111111111
2023-12-07,b boeser,ast_0_5,2.425,0.4123711340206186
2023-12-07,a hirose,but_0_5,6.0,0.16666666666666666
2023-12-07,c dewar,but_0_5,7.5,0.13333333333333333
2023-12-07,c garland,but_0_5,4.45,0.2247191011235955
2023-12-07,q hughes,but_0_5,4.445,0.22497187851518557
2023-12-07,q hughes,ast_1_5,4.0,0.25
2023-12-07,q hughes,ast_0_5,1.67,0.5988023952095809
2023-12-07,j spurgeon,but_0_5,7.25,0.13793103448275862
2023-12-07,t blugers,but_0_5,4.7,0.2127659574468085
2023-12-07,n hoglander,but_0_5,4.7,0.2127659574468085
2023-12-07,c mcward,but_0_5,13.0,0.07692307692307693
2023-12-07,r hartman,but_0_5,3.825,0.26143790849673204
2023-12-07,r hartman,ast_0_5,4.1,0.24390243902439027
2023-12-07,j t miller,but_0_5,2.465,0.40567951318458423
2023-12-07,j t miller,ast_0_5,1.94,0.5154639175257733
2023-12-07,s walker,but_0_5,4.3,0.23255813953488372
2023-12-07,v lettieri,but_0_5,6.1,0.1639344262295082
2023-12-07,p maroon,but_0_5,6.0,0.16666666666666666
2023-12-07,n zadorov,but_0_5,7.0,0.14285714285714285
2023-12-07,m rossi,but_0_5,3.825,0.26143790849673204
2023-12-07,m rossi,ast_0_5,2.9,0.3448275862068966
2023-12-07,a kuzmenko,but_0_5,3.425,0.29197080291970806
2023-12-07,a kuzmenko,ast_1_5,9.7,0.10309278350515465
2023-12-07,a kuzmenko,ast_0_5,2.475,0.40404040404040403
2023-12-07,s lafferty,but_0_5,4.9,0.2040816326530612
2023-12-07,f gaudreau,but_0_5,5.0,0.2
2023-12-07,m boldy,but_0_5,3.05,0.3278688524590164
2023-12-07,m boldy,ast_0_5,2.66,0.37593984962406013
2023-12-07,d joshua,but_0_5,6.0,0.16666666666666666
2023-12-07,n juulsen,but_0_5,17.0,0.058823529411764705
2023-12-07,m johansson,but_0_5,4.85,0.2061855670103093
2023-12-07,m johansson,ast_0_5,3.25,0.3076923076923077
2023-12-07,j middleton,but_0_5,12.0,0.08333333333333333
2023-12-07,m foligno,but_0_5,5.9,0.1694915254237288
2023-12-07,b duhaime,but_0_5,6.5,0.15384615384615385
2023-12-07,j brodin,but_0_5,8.5,0.11764705882352941
2023-12-07,j brodin,ast_1_5,9.7,0.10309278350515465
2023-12-07,j brodin,ast_0_5,2.64,0.3787878787878788
2023-12-07,e pettersson,but_0_5,2.5,0.4
2023-12-07,e pettersson,ast_1_5,4.7,0.2127659574468085
2023-12-07,e pettersson,ast_0_5,1.74,0.5747126436781609
2023-12-07,m zuccarello,but_0_5,3.25,0.3076923076923077
2023-12-07,m zuccarello,ast_1_5,5.0,0.2
2023-12-07,m zuccarello,ast_0_5,1.815,0.5509641873278237
2023-12-07,i cole,but_0_5,17.0,0.058823529411764705
2023-12-07,t myers,but_0_5,11.0,0.09090909090909091
2023-12-07,b faber,but_0_5,9.5,0.10526315789473684
2023-12-07,a goligoski,but_0_5,12.0,0.08333333333333333
2023-12-07,k kaprizov,but_0_5,2.35,0.425531914893617
2023-12-07,k kaprizov,ast_1_5,8.5,0.11764705882352941
2023-12-07,k kaprizov,ast_0_5,2.3,0.4347826086956522
2023-12-07,m friedman,but_0_5,13.0,0.07692307692307693
2023-12-07,z bogosian,but_0_5,25.0,0.04
2023-12-07,i mikheyev,but_0_5,3.775,0.26490066225165565
2023-12-07,i mikheyev,ast_0_5,3.5,0.2857142857142857
2023-12-07,j khaira,but_0_5,6.1,0.1639344262295082
2023-12-07,d mermis,but_0_5,14.0,0.07142857142857142
2023-12-07,t blueger,but_0_5,5.725,0.17467248908296945
2023-12-07,l karlsson,but_0_5,6.0,0.16666666666666666
2023-12-07,d shore,but_0_5,10.0,0.1
2023-12-07,j bratt,but_0_5,2.7,0.37037037037037035
2023-12-07,j bratt,ast_1_5,4.4,0.22727272727272727
2023-12-07,j bratt,ast_0_5,1.74,0.5747126436781609
2023-12-07,j bratt,ast_2_5,12.0,0.08333333333333333
2023-12-07,m willman,but_0_5,5.1,0.19607843137254904
2023-12-07,j oleksiak,but_0_5,12.0,0.08333333333333333
2023-12-07,m beniers,but_0_5,3.8,0.2631578947368421
2023-12-07,m beniers,ast_1_5,9.7,0.10309278350515465
2023-12-07,m beniers,ast_0_5,2.65,0.37735849056603776
2023-12-07,k bahl,but_0_5,16.0,0.0625
2023-12-07,l hughes,but_0_5,6.75,0.14814814814814814
2023-12-07,l hughes,ast_0_5,2.5,0.4
2023-12-07,t meier,but_0_5,2.85,0.3508771929824561
2023-12-07,t meier,ast_0_5,2.95,0.3389830508474576
2023-12-07,w borgen,but_0_5,17.0,0.058823529411764705
2023-12-07,a larsson,but_0_5,9.0,0.1111111111111111
2023-12-07,d mercer,but_0_5,3.7,0.27027027027027023
2023-12-07,d mercer,ast_0_5,3.4,0.29411764705882354
2023-12-07,o palat,but_0_5,4.175,0.23952095808383234
2023-12-07,o palat,ast_0_5,3.2350000000000003,0.3091190108191654
2023-12-07,j mccann,but_0_5,2.65,0.37735849056603776
2023-12-07,j mccann,ast_0_5,3.2249999999999996,0.310077519379845
2023-12-07,t toffoli,but_0_5,2.35,0.425531914893617
2023-12-07,t toffoli,ast_1_5,9.7,0.10309278350515465
2023-12-07,t toffoli,ast_0_5,2.5,0.4
2023-12-07,b dumoulin,but_0_5,14.0,0.07142857142857142
2023-12-07,m mcleod,but_0_5,6.0,0.16666666666666666
2023-12-07,a holtz,but_0_5,4.35,0.2298850574712644
2023-12-07,v dunn,but_0_5,6.5,0.15384615384615385
2023-12-07,v dunn,ast_0_5,1.95,0.5128205128205129
2023-12-07,j hughes,but_0_5,2.05,0.48780487804878053
2023-12-07,j hughes,ast_1_5,3.85,0.2597402597402597
2023-12-07,j hughes,ast_0_5,1.5950000000000002,0.6269592476489028
2023-12-07,j hughes,ast_2_5,11.0,0.09090909090909091
2023-12-07,b smith,but_0_5,21.0,0.047619047619047616
2023-12-07,j marino,but_0_5,12.0,0.08333333333333333
2023-12-07,c lazar,but_0_5,6.75,0.14814814814814814
2023-12-07,j schultz,but_0_5,8.5,0.11764705882352941
2023-12-07,e tolvanen,but_0_5,3.7,0.27027027027027023
2023-12-07,e tolvanen,ast_0_5,2.4000000000000004,0.41666666666666663
2023-12-07,y gourde,but_0_5,4.465,0.22396416573348266
2023-12-07,y gourde,ast_0_5,3.1,0.3225806451612903
2023-12-07,c miller,but_0_5,10.5,0.09523809523809523
2023-12-07,a wennberg,but_0_5,5.01,0.1996007984031936
2023-12-07,a wennberg,ast_0_5,3.1,0.3225806451612903
2023-12-07,j siegenthaler,but_0_5,13.0,0.07692307692307693
2023-12-07,o bjorkstrand,but_0_5,3.125,0.32
2023-12-07,o bjorkstrand,ast_1_5,9.0,0.1111111111111111
2023-12-07,o bjorkstrand,ast_0_5,2.41,0.41493775933609955
2023-12-07,n hischier,but_0_5,2.825,0.35398230088495575
2023-12-07,n hischier,ast_0_5,2.35,0.425531914893617
2023-12-07,p edouard bellemare,but_0_5,8.5,0.11764705882352941
2023-12-07,b tanev,but_0_5,5.5,0.18181818181818182
2023-12-07,c tierney,but_0_5,5.5,0.18181818181818182
2023-12-07,k yamamoto,but_0_5,4.8,0.20833333333333334
2023-12-07,n bastian,but_0_5,6.75,0.14814814814814814
2023-12-07,e haula,but_0_5,4.075,0.24539877300613497
2023-12-07,e haula,ast_0_5,2.9,0.3448275862068966
2023-12-07,j eberle,but_0_5,3.5,0.2857142857142857
2023-12-07,j eberle,ast_1_5,9.3,0.1075268817204301
2023-12-07,j eberle,ast_0_5,2.525,0.39603960396039606
2023-12-07,t kartye,but_0_5,4.95,0.20202020202020202
2023-12-07,j megna,but_0_5,17.0,0.058823529411764705
2023-12-07,a burakovsky,but_0_5,4.3,0.23255813953488372
2023-12-07,a burakovsky,ast_0_5,2.915,0.34305317324185247
2023-12-07,s nemec,but_0_5,10.0,0.1
2023-12-07,r evans,but_0_5,8.75,0.11428571428571428
2023-12-07,e tolvanen sea,ast_0_5,2.45,0.4081632653061224
2023-12-08,o sundqvist,but_0_5,5.9,0.1694915254237288
2023-12-08,j gaudreau,but_0_5,3.325,0.3007518796992481
2023-12-08,j gaudreau,ast_0_5,2.275,0.43956043956043955
2023-12-08,j gaudreau,ast_1_5,8.5,0.11764705882352941
2023-12-08,s kuraly,but_0_5,6.0,0.16666666666666666
2023-12-08,c parayko,but_0_5,8.5,0.11764705882352941
2023-12-08,k marchenko,but_0_5,3.325,0.3007518796992481
2023-12-08,k marchenko,ast_0_5,3.55,0.28169014084507044
2023-12-08,b saad,but_0_5,4.075,0.24539877300613497
2023-12-08,p buchnevich,but_0_5,2.675,0.3738317757009346
2023-12-08,p buchnevich,ast_0_5,2.375,0.42105263157894735
2023-12-08,p buchnevich,ast_1_5,7.8,0.12820512820512822
2023-12-08,s perunovich,but_0_5,12.0,0.08333333333333333
2023-12-08,a peeke,but_0_5,12.0,0.08333333333333333
2023-12-08,j danforth,but_0_5,4.275,0.23391812865497075
2023-12-08,t tucker,but_0_5,4.75,0.21052631578947367
2023-12-08,y chinakhov,but_0_5,4.45,0.2247191011235955
2023-12-08,m olivier,but_0_5,7.25,0.13793103448275862
2023-12-08,d jiricek,but_0_5,13.0,0.07692307692307693
2023-12-08,b jenner,but_0_5,2.7,0.37037037037037035
2023-12-08,b jenner,ast_0_5,2.7,0.37037037037037035
2023-12-08,b jenner,ast_1_5,10.0,0.1
2023-12-08,m scandella,but_0_5,12.5,0.08
2023-12-08,d voronkov,but_0_5,4.3,0.23255813953488372
2023-12-08,a texier,but_0_5,5.75,0.17391304347826086
2023-12-08,n alexandrov,but_0_5,8.5,0.11764705882352941
2023-12-08,t krug,but_0_5,6.1,0.1639344262295082
2023-12-08,t krug,ast_0_5,2.55,0.3921568627450981
2023-12-08,t krug,ast_1_5,8.5,0.11764705882352941
2023-12-08,r thomas,but_0_5,3.05,0.3278688524590164
2023-12-08,r thomas,ast_0_5,1.83,0.5464480874316939
2023-12-08,r thomas,ast_2_5,14.0,0.07142857142857142
2023-12-08,r thomas,ast_1_5,4.9,0.2040816326530612
2023-12-08,j kyrou,but_0_5,2.9000000000000004,0.3448275862068965
2023-12-08,j kyrou,ast_0_5,2.425,0.4123711340206186
2023-12-08,j kyrou,ast_1_5,9.0,0.1111111111111111
2023-12-08,p laine,but_0_5,2.55,0.3921568627450981
2023-12-08,z werenski,but_0_5,5.1,0.19607843137254904
2023-12-08,z werenski,ast_0_5,1.8,0.5555555555555556
2023-12-08,z werenski,ast_2_5,13.0,0.07692307692307693
2023-12-08,z werenski,ast_1_5,4.9,0.2040816326530612
2023-12-08,i provorov,but_0_5,8.0,0.125
2023-12-08,i provorov,ast_0_5,2.25,0.4444444444444444
2023-12-08,r bortuzzo,but_0_5,12.5,0.08
2023-12-08,k hayes,but_0_5,3.9499999999999997,0.25316455696202533
2023-12-08,k hayes,ast_0_5,3.25,0.3076923076923077
2023-12-08,c rosen,but_0_5,5.5,0.18181818181818182
2023-12-08,k kapanen,but_0_5,4.6,0.2173913043478261
2023-12-08,j bean,but_0_5,12.0,0.08333333333333333
2023-12-08,n leddy,but_0_5,12.0,0.08333333333333333
2023-12-08,s blais,but_0_5,4.75,0.21052631578947367
2023-12-08,b schenn,but_0_5,3.45,0.2898550724637681
2023-12-08,b schenn,ast_0_5,2.645,0.3780718336483932
2023-12-08,b schenn,ast_1_5,10.0,0.1
2023-12-08,e gudbranson,but_0_5,11.5,0.08695652173913043
2023-12-08,j faulk,but_0_5,7.0,0.14285714285714285
2023-12-08,j faulk,ast_0_5,2.5,0.4
2023-12-08,a toropchenko,but_0_5,7.0,0.14285714285714285
2023-12-08,j vrana,but_0_5,4.1,0.24390243902439027
2023-12-08,a fantilli,but_0_5,4.015,0.24906600249066005
2023-12-08,a fantilli,ast_0_5,3.1,0.3225806451612903
2023-12-08,j neighbours,but_0_5,3.25,0.3076923076923077
2023-12-08,j neighbours,ast_0_5,3.2,0.3125
2023-12-08,e bemstrom,but_0_5,4.75,0.21052631578947367
2023-12-08,n blankenburg,but_0_5,8.25,0.12121212121212122
2023-12-08,k johnson,but_0_5,4.625,0.21621621621621623
2023-12-08,a nylander,but_0_5,4.0,0.25
2023-12-08,r graves,but_0_5,12.0,0.08333333333333333
2023-12-08,e karlsson,but_0_5,4.4,0.22727272727272727
2023-12-08,e karlsson,ast_0_5,1.87,0.53475935828877
2023-12-08,e karlsson,ast_1_5,5.7,0.17543859649122806
2023-12-08,e karlsson,ast_2_5,15.0,0.06666666666666667
2023-12-08,c ruhwedel,but_0_5,26.0,0.038461538461538464
2023-12-08,m tkachuk,but_0_5,2.525,0.39603960396039606
2023-12-08,m tkachuk,ast_0_5,1.975,0.5063291139240506
2023-12-08,m tkachuk,ast_1_5,5.3,0.18867924528301888
2023-12-08,m tkachuk,ast_2_5,16.0,0.0625
2023-12-08,s crosby,but_0_5,2.325,0.4301075268817204
2023-12-08,s crosby,ast_0_5,1.895,0.5277044854881267
2023-12-08,s crosby,ast_1_5,5.7,0.17543859649122806
2023-12-08,s crosby,ast_2_5,16.0,0.0625
2023-12-08,m nieto,but_0_5,6.1,0.1639344262295082
2023-12-08,e rodrigues,but_0_5,3.5999999999999996,0.2777777777777778
2023-12-08,e rodrigues,ast_0_5,2.75,0.36363636363636365
2023-12-08,j carter,but_0_5,6.25,0.16
2023-12-08,e malkin,but_0_5,3.125,0.32
2023-12-08,e malkin,ast_0_5,2.2,0.45454545454545453
2023-12-08,e malkin,ast_1_5,7.0,0.14285714285714285
2023-12-08,e malkin,ast_2_5,19.0,0.05263157894736842
2023-12-08,d kulikov,but_0_5,16.0,0.0625
2023-12-08,k stenlund,but_0_5,6.25,0.16
2023-12-08,a ekblad,but_0_5,6.25,0.16
2023-12-08,a ekblad,ast_0_5,2.775,0.3603603603603604
2023-12-08,s reinhart,but_0_5,2.475,0.40404040404040403
2023-12-08,s reinhart,ast_0_5,2.1550000000000002,0.4640371229698375
2023-12-08,s reinhart,ast_1_5,7.0,0.14285714285714285
2023-12-08,s reinhart,ast_2_5,19.0,0.05263157894736842
2023-12-08,c verhaeghe,but_0_5,2.55,0.3921568627450981
2023-12-08,c verhaeghe,ast_0_5,2.645,0.3780718336483932
2023-12-08,c verhaeghe,ast_1_5,10.0,0.1
2023-12-08,r zohorna,but_0_5,4.7,0.2127659574468085
2023-12-08,b montour,but_0_5,5.1,0.19607843137254904
2023-12-08,b montour,ast_0_5,2.3049999999999997,0.4338394793926248
2023-12-08,b montour,ast_1_5,7.3,0.136986301369863
2023-12-08,a lundell,but_0_5,4.8,0.20833333333333334
2023-12-08,a lundell,ast_0_5,3.2,0.3125
2023-12-08,s lorentz,but_0_5,6.1,0.1639344262295082
2023-12-08,e luostarinen,but_0_5,5.3,0.18867924528301888
2023-12-08,m pettersson,but_0_5,16.0,0.0625
2023-12-08,r lomberg,but_0_5,8.0,0.125
2023-12-08,d o connor,but_0_5,4.550000000000001,0.21978021978021975
2023-12-08,n acciari,but_0_5,5.6,0.17857142857142858
2023-12-08,a barkov,but_0_5,2.9,0.3448275862068966
2023-12-08,a barkov,ast_0_5,1.775,0.5633802816901409
2023-12-08,a barkov,ast_1_5,5.0,0.2
2023-12-08,a barkov,ast_2_5,15.0,0.06666666666666667
2023-12-08,g forsling,but_0_5,8.0,0.125
2023-12-08,r smith,but_0_5,3.55,0.28169014084507044
2023-12-08,r smith,ast_0_5,3.0,0.3333333333333333
2023-12-08,o ekman larsson,but_0_5,6.5,0.15384615384615385
2023-12-08,j sourdif,but_0_5,4.8,0.20833333333333334
2023-12-08,j ludvig,but_0_5,13.0,0.07692307692307693
2023-12-08,l eller,but_0_5,5.6,0.17857142857142858
2023-12-08,s bennett,but_0_5,3.425,0.29197080291970806
2023-12-08,s bennett,ast_0_5,2.85,0.3508771929824561
2023-12-08,u balinskis,but_0_5,10.5,0.09523809523809523
2023-12-08,k letang,but_0_5,5.6,0.17857142857142858
2023-12-08,k letang,ast_0_5,2.3,0.4347826086956522
2023-12-08,k letang,ast_1_5,9.0,0.1111111111111111
2023-12-08,n mikkola,but_0_5,12.5,0.08
2023-12-08,p olivier joseph,but_0_5,12.0,0.08333333333333333
2023-12-08,n cousins,but_0_5,6.25,0.16
2023-12-08,v hinostroza,but_0_5,5.575,0.17937219730941703
2023-12-08,j guentzel,but_0_5,2.45,0.4081632653061224
2023-12-08,j guentzel,ast_0_5,1.8,0.5555555555555556
2023-12-08,j guentzel,ast_1_5,5.2,0.1923076923076923
2023-12-08,j guentzel,ast_2_5,15.0,0.06666666666666667
2023-12-08,j harkins,but_0_5,5.6,0.17857142857142858
2023-12-08,j gruden,but_0_5,8.25,0.12121212121212122
2023-12-08,r shea,but_0_5,18.0,0.05555555555555555
2023-12-08,m johnstone,but_0_5,7.0,0.14285714285714285
2023-12-08,v puustinen,but_0_5,7.0,0.14285714285714285
2023-12-08,j gadjovich,but_0_5,9.5,0.10526315789473684
2023-12-08,b rust,but_0_5,3.1,0.3225806451612903
2023-12-08,j koppanen,but_0_5,10.0,0.1
2023-12-08,c dewar,but_0_5,8.0,0.125
2023-12-08,c brown,but_0_5,4.8,0.20833333333333334
2023-12-08,j middleton,but_0_5,14.0,0.07142857142857142
2023-12-08,l draisaitl,but_0_5,2.0599999999999996,0.4854368932038836
2023-12-08,l draisaitl,ast_0_5,1.855,0.5390835579514824
2023-12-08,l draisaitl,ast_2_5,14.0,0.07142857142857142
2023-12-08,l draisaitl,ast_1_5,5.2,0.1923076923076923
2023-12-08,e bouchard,but_0_5,4.6,0.2173913043478261
2023-12-08,e bouchard,ast_0_5,1.85,0.5405405405405405
2023-12-08,e bouchard,ast_2_5,12.0,0.08333333333333333
2023-12-08,e bouchard,ast_1_5,4.5,0.2222222222222222
2023-12-08,z bogosian,but_0_5,26.0,0.038461538461538464
2023-12-08,r hartman,but_0_5,4.074999999999999,0.24539877300613502
